    Time: 2018-4-5 15:57:51
D. C. Tsui Laboratory,  He3 System, A152-IOP-CAS
D:\Exp_data\xiaopei_sun\DATA\Round2\20180404\2018-04\180405\180405.004
Experimenter: 
Sample:

Image:R-Ibias Relationship, (All B=0)

I_ac_a=100nA
I_ac_b=100nA
I_ac_c=100nA
I_ac_d=1nA
I_ac_e=100nA

R_bias=1M Omega (#a #d#e)
R_bias=1M Omega (#b#c)



     180405_004_Time	180405_004_T_MC_Kelv	       180405_004_#a	       180405_004_#b	       180405_004_#c	       180405_004_#d	       180405_004_#e	    180405_004_Vbias	      180405_004_I_B
   4.782790E+2	   2.630000E-2	   3.810000E-7	   6.616000E-7	   1.297900E-6	   1.543000E-6	   8.200000E-8	   1.588290E+1	   8.344650E-8
   4.784900E+2	   2.630000E-2	   3.792000E-7	   6.601000E-7	   1.298600E-6	   1.555000E-6	   8.420000E-8	   1.587970E+1	   1.430510E-7
   4.787530E+2	   2.630000E-2	   3.790000E-7	   6.594000E-7	   1.298300E-6	   1.550000E-6	   8.510000E-8	   1.587690E+1	   1.072880E-7
   4.790280E+2	   2.630000E-2	   3.805000E-7	   6.596000E-7	   1.297300E-6	   1.545000E-6	   8.520000E-8	   1.587490E+1	   2.145770E-7
   4.792590E+2	   2.630000E-2	   3.797000E-7	   6.598000E-7	   1.295100E-6	   1.542000E-6	   8.490000E-8	   1.587270E+1	   3.337860E-7
   4.795220E+2	   2.630000E-2	   3.783000E-7	   6.594000E-7	   1.292900E-6	   1.534000E-6	   8.510000E-8	   1.587080E+1	   3.099440E-7
   4.797260E+2	   2.630000E-2	   3.781000E-7	   6.576000E-7	   1.291500E-6	   1.531000E-6	   8.530000E-8	   1.586890E+1	   2.980230E-7
   4.799840E+2	   2.630000E-2	   3.791000E-7	   6.560000E-7	   1.291300E-6	   1.529000E-6	   8.470000E-8	   1.586670E+1	   2.980230E-7
   4.801730E+2	   2.630000E-2	   3.807000E-7	   6.539000E-7	   1.290800E-6	   1.521000E-6	   8.410000E-8	   1.586570E+1	   1.788140E-7
   4.804230E+2	   2.630000E-2	   3.823000E-7	   6.522000E-7	   1.290900E-6	   1.508000E-6	   8.360000E-8	   1.586380E+1	   2.741810E-7
   4.806690E+2	   2.630000E-2	   3.815000E-7	   6.517000E-7	   1.292200E-6	   1.502000E-6	   8.350000E-8	   1.586090E+1	   3.933910E-7
   4.809420E+2	   2.630000E-2	   3.787000E-7	   6.529000E-7	   1.293500E-6	   1.488000E-6	   8.430000E-8	   1.585870E+1	   4.291530E-7
   4.811750E+2	   2.630000E-2	   3.767000E-7	   6.551000E-7	   1.294000E-6	   1.475000E-6	   8.480000E-8	   1.585680E+1	   3.814700E-7
   4.813970E+2	   2.630000E-2	   3.746000E-7	   6.589000E-7	   1.292700E-6	   1.486000E-6	   8.550000E-8	   1.585490E+1	   2.264980E-7
   4.816840E+2	   2.630000E-2	   3.739000E-7	   6.615000E-7	   1.290400E-6	   1.504000E-6	   8.620000E-8	   1.585270E+1	   2.384190E-7
   4.819440E+2	   2.630000E-2	   3.760000E-7	   6.618000E-7	   1.288600E-6	   1.523000E-6	   8.700000E-8	   1.585080E+1	   2.145770E-7
   4.821780E+2	   2.630000E-2	   3.779000E-7	   6.615000E-7	   1.288300E-6	   1.557000E-6	   8.690000E-8	   1.584890E+1	   2.264980E-7
   4.824300E+2	   2.630000E-2	   3.786000E-7	   6.605000E-7	   1.289400E-6	   1.592000E-6	   8.580000E-8	   1.584660E+1	   1.907350E-7
   4.826770E+2	   2.630000E-2	   3.785000E-7	   6.593000E-7	   1.291000E-6	   1.607000E-6	   8.460000E-8	   1.584470E+1	   3.695490E-7
   4.829390E+2	   2.630000E-2	   3.786000E-7	   6.580000E-7	   1.291100E-6	   1.609000E-6	   8.470000E-8	   1.584280E+1	   3.218650E-7
   4.831460E+2	   2.630000E-2	   3.790000E-7	   6.568000E-7	   1.290200E-6	   1.609000E-6	   8.680000E-8	   1.584090E+1	   2.384190E-7
   4.833850E+2	   2.630000E-2	   3.810000E-7	   6.560000E-7	   1.289300E-6	   1.608000E-6	   8.910000E-8	   1.583860E+1	   1.668930E-7
   4.836340E+2	   2.630000E-2	   3.817000E-7	   6.562000E-7	   1.289700E-6	   1.602000E-6	   9.020000E-8	   1.583580E+1	   2.384190E-8
   4.838960E+2	   2.630000E-2	   3.806000E-7	   6.566000E-7	   1.291400E-6	   1.603000E-6	   9.060000E-8	   1.583260E+1	  -2.384190E-8
   4.841440E+2	   2.630000E-2	   3.785000E-7	   6.571000E-7	   1.293100E-6	   1.619000E-6	   9.070000E-8	   1.583160E+1	  -1.192090E-7
   4.843800E+2	   2.630000E-2	   3.754000E-7	   6.576000E-7	   1.294100E-6	   1.633000E-6	   9.050000E-8	   1.582980E+1	   8.344650E-8
   4.846230E+2	   2.630000E-2	   3.729000E-7	   6.575000E-7	   1.295300E-6	   1.623000E-6	   9.030000E-8	   1.582790E+1	  -2.384190E-8
   4.848670E+2	   2.630000E-2	   3.719000E-7	   6.579000E-7	   1.296600E-6	   1.593000E-6	   8.950000E-8	   1.582470E+1	   2.264980E-7
   4.851680E+2	   2.630000E-2	   3.714000E-7	   6.583000E-7	   1.296300E-6	   1.563000E-6	   8.880000E-8	   1.582280E+1	   1.430510E-7
   4.854050E+2	   2.630000E-2	   3.707000E-7	   6.583000E-7	   1.295900E-6	   1.540000E-6	   8.800000E-8	   1.582090E+1	   1.907350E-7
   4.856390E+2	   2.630000E-2	   3.705000E-7	   6.589000E-7	   1.295700E-6	   1.527000E-6	   8.720000E-8	   1.581870E+1	   3.576280E-8
   4.858840E+2	   2.630000E-2	   3.712000E-7	   6.597000E-7	   1.295200E-6	   1.516000E-6	   8.690000E-8	   1.581680E+1	   5.960460E-8
   4.861170E+2	   2.630000E-2	   3.726000E-7	   6.604000E-7	   1.294500E-6	   1.507000E-6	   8.690000E-8	   1.581490E+1	   8.344650E-8
   4.863340E+2	   2.630000E-2	   3.740000E-7	   6.606000E-7	   1.294000E-6	   1.504000E-6	   8.670000E-8	   1.581390E+1	   8.344650E-8
   4.865160E+2	   2.630000E-2	   3.760000E-7	   6.605000E-7	   1.294000E-6	   1.510000E-6	   8.600000E-8	   1.581170E+1	   4.768370E-8
   4.867510E+2	   2.630000E-2	   3.773000E-7	   6.597000E-7	   1.294200E-6	   1.514000E-6	   8.520000E-8	   1.580980E+1	   1.430510E-7
   4.869830E+2	   2.630000E-2	   3.796000E-7	   6.578000E-7	   1.293300E-6	   1.517000E-6	   8.510000E-8	   1.580790E+1	   4.768370E-8
   4.872000E+2	   2.630000E-2	   3.823000E-7	   6.564000E-7	   1.291600E-6	   1.526000E-6	   8.600000E-8	   1.580700E+1	  -7.152560E-8
   4.874100E+2	   2.630000E-2	   3.857000E-7	   6.557000E-7	   1.289900E-6	   1.540000E-6	   8.820000E-8	   1.580470E+1	   1.192090E-8
   4.876440E+2	   2.630000E-2	   3.879000E-7	   6.558000E-7	   1.289100E-6	   1.552000E-6	   9.020000E-8	   1.580280E+1	   5.960460E-8
   4.878930E+2	   2.630000E-2	   3.895000E-7	   6.568000E-7	   1.289000E-6	   1.562000E-6	   8.950000E-8	   1.579990E+1	   5.960460E-8
   4.881540E+2	   2.630000E-2	   3.896000E-7	   6.580000E-7	   1.289600E-6	   1.574000E-6	   8.770000E-8	   1.579770E+1	  -9.536740E-8
   4.883930E+2	   2.630000E-2	   3.877000E-7	   6.587000E-7	   1.290000E-6	   1.590000E-6	   8.680000E-8	   1.579590E+1	   1.192090E-8
   4.886540E+2	   2.630000E-2	   3.842000E-7	   6.594000E-7	   1.290700E-6	   1.594000E-6	   8.600000E-8	   1.579390E+1	   5.960460E-8
   4.888740E+2	   2.630000E-2	   3.800000E-7	   6.608000E-7	   1.292600E-6	   1.588000E-6	   8.430000E-8	   1.579070E+1	  -4.768370E-8
   4.891910E+2	   2.630000E-2	   3.776000E-7	   6.625000E-7	   1.294300E-6	   1.570000E-6	   8.310000E-8	   1.578780E+1	  -2.384190E-8
   4.894700E+2	   2.630000E-2	   3.787000E-7	   6.631000E-7	   1.295000E-6	   1.562000E-6	   8.320000E-8	   1.578690E+1	   1.192090E-7
   4.897160E+2	   2.630000E-2	   3.814000E-7	   6.636000E-7	   1.295100E-6	   1.566000E-6	   8.330000E-8	   1.578560E+1	   7.152560E-8
   4.899330E+2	   2.630000E-2	   3.852000E-7	   6.639000E-7	   1.294600E-6	   1.570000E-6	   8.350000E-8	   1.578270E+1	   8.344650E-8
   4.901930E+2	   2.630000E-2	   3.884000E-7	   6.641000E-7	   1.293700E-6	   1.563000E-6	   8.350000E-8	   1.578080E+1	   3.576280E-8
   4.904170E+2	   2.630000E-2	   3.901000E-7	   6.635000E-7	   1.292700E-6	   1.556000E-6	   8.430000E-8	   1.577860E+1	   4.768370E-8
   4.906770E+2	   2.630000E-2	   3.893000E-7	   6.626000E-7	   1.292100E-6	   1.540000E-6	   8.650000E-8	   1.577670E+1	  -9.536740E-8
   4.908990E+2	   2.630000E-2	   3.862000E-7	   6.620000E-7	   1.291800E-6	   1.523000E-6	   8.930000E-8	   1.577480E+1	   7.152560E-8
   4.911620E+2	   2.630000E-2	   3.835000E-7	   6.611000E-7	   1.292400E-6	   1.526000E-6	   9.060000E-8	   1.577170E+1	   8.344650E-8
   4.914290E+2	   2.630000E-2	   3.815000E-7	   6.604000E-7	   1.291300E-6	   1.536000E-6	   9.020000E-8	   1.576980E+1	   2.264980E-7
   4.916650E+2	   2.630000E-2	   3.802000E-7	   6.597000E-7	   1.289600E-6	   1.546000E-6	   8.880000E-8	   1.576790E+1	   7.152560E-8
   4.919380E+2	   2.630000E-2	   3.817000E-7	   6.592000E-7	   1.288800E-6	   1.561000E-6	   8.750000E-8	   1.576560E+1	   4.768370E-8
   4.921450E+2	   2.630000E-2	   3.845000E-7	   6.586000E-7	   1.288400E-6	   1.584000E-6	   8.580000E-8	   1.576370E+1	   1.192090E-8
   4.924260E+2	   2.630000E-2	   3.868000E-7	   6.586000E-7	   1.289300E-6	   1.595000E-6	   8.440000E-8	   1.576180E+1	   8.344650E-8
   4.926340E+2	   2.630000E-2	   3.880000E-7	   6.582000E-7	   1.291300E-6	   1.600000E-6	   8.320000E-8	   1.575990E+1	  -1.072880E-7
   4.928960E+2	   2.630000E-2	   3.861000E-7	   6.567000E-7	   1.292700E-6	   1.601000E-6	   8.220000E-8	   1.575670E+1	  -1.192090E-8
   4.931560E+2	   2.630000E-2	   3.834000E-7	   6.550000E-7	   1.293000E-6	   1.598000E-6	   8.210000E-8	   1.575480E+1	  -1.668930E-7
   4.933920E+2	   2.630000E-2	   3.806000E-7	   6.543000E-7	   1.292500E-6	   1.578000E-6	   8.320000E-8	   1.575290E+1	   0.000000E+0
   4.936690E+2	   2.630000E-2	   3.796000E-7	   6.550000E-7	   1.291300E-6	   1.558000E-6	   8.470000E-8	   1.575070E+1	   1.549720E-7
   4.939030E+2	   2.620000E-2	   3.814000E-7	   6.558000E-7	   1.290700E-6	   1.544000E-6	   8.570000E-8	   1.574880E+1	   8.344650E-8
   4.941490E+2	   2.630000E-2	   3.849000E-7	   6.579000E-7	   1.291100E-6	   1.547000E-6	   8.700000E-8	   1.574590E+1	   1.549720E-7
   4.944300E+2	   2.630000E-2	   3.850000E-7	   6.595000E-7	   1.291600E-6	   1.555000E-6	   8.760000E-8	   1.574470E+1	  -1.192090E-8
   4.946470E+2	   2.620000E-2	   3.839000E-7	   6.608000E-7	   1.291300E-6	   1.538000E-6	   8.760000E-8	   1.574180E+1	  -9.536740E-8
   4.949470E+2	   2.630000E-2	   3.830000E-7	   6.612000E-7	   1.289700E-6	   1.502000E-6	   8.740000E-8	   1.573860E+1	  -1.192090E-7
   4.952110E+2	   2.630000E-2	   3.816000E-7	   6.613000E-7	   1.288500E-6	   1.481000E-6	   8.770000E-8	   1.573680E+1	  -7.152560E-8
   4.954750E+2	   2.620000E-2	   3.812000E-7	   6.610000E-7	   1.289100E-6	   1.484000E-6	   8.880000E-8	   1.573390E+1	  -9.536740E-8
   4.957360E+2	   2.630000E-2	   3.811000E-7	   6.608000E-7	   1.290200E-6	   1.500000E-6	   8.990000E-8	   1.573160E+1	   2.384190E-8
   4.959700E+2	   2.620000E-2	   3.810000E-7	   6.610000E-7	   1.291800E-6	   1.511000E-6	   8.970000E-8	   1.572980E+1	   0.000000E+0
   4.962040E+2	   2.620000E-2	   3.801000E-7	   6.612000E-7	   1.292500E-6	   1.518000E-6	   8.800000E-8	   1.572790E+1	  -1.072880E-7
   4.964570E+2	   2.620000E-2	   3.795000E-7	   6.610000E-7	   1.292100E-6	   1.525000E-6	   8.650000E-8	   1.572600E+1	  -1.072880E-7
   4.966630E+2	   2.620000E-2	   3.809000E-7	   6.601000E-7	   1.292100E-6	   1.541000E-6	   8.510000E-8	   1.572280E+1	   2.384190E-8
   4.969370E+2	   2.620000E-2	   3.843000E-7	   6.589000E-7	   1.292200E-6	   1.558000E-6	   8.430000E-8	   1.572090E+1	   7.152560E-8
   4.972010E+2	   2.620000E-2	   3.884000E-7	   6.583000E-7	   1.291800E-6	   1.564000E-6	   8.430000E-8	   1.571900E+1	   1.907350E-7
   4.974340E+2	   2.620000E-2	   3.920000E-7	   6.578000E-7	   1.290200E-6	   1.566000E-6	   8.480000E-8	   1.571680E+1	   0.000000E+0
   4.976960E+2	   2.620000E-2	   3.931000E-7	   6.578000E-7	   1.288500E-6	   1.565000E-6	   8.520000E-8	   1.571490E+1	  -2.384190E-8
   4.979010E+2	   2.620000E-2	   3.938000E-7	   6.587000E-7	   1.288100E-6	   1.561000E-6	   8.610000E-8	   1.571300E+1	   4.768370E-8
   4.981350E+2	   2.620000E-2	   3.938000E-7	   6.598000E-7	   1.288000E-6	   1.563000E-6	   8.600000E-8	   1.571080E+1	   4.768370E-8
   4.983830E+2	   2.620000E-2	   3.914000E-7	   6.610000E-7	   1.288300E-6	   1.577000E-6	   8.550000E-8	   1.570890E+1	   2.384190E-8
   4.986550E+2	   2.620000E-2	   3.874000E-7	   6.624000E-7	   1.289200E-6	   1.583000E-6	   8.580000E-8	   1.570690E+1	  -8.344650E-8
   4.988730E+2	   2.620000E-2	   3.834000E-7	   6.632000E-7	   1.290900E-6	   1.576000E-6	   8.580000E-8	   1.570470E+1	  -7.152560E-8
   4.991030E+2	   2.620000E-2	   3.815000E-7	   6.635000E-7	   1.292700E-6	   1.562000E-6	   8.510000E-8	   1.570280E+1	   8.344650E-8
   4.993350E+2	   2.620000E-2	   3.816000E-7	   6.636000E-7	   1.293900E-6	   1.566000E-6	   8.380000E-8	   1.570090E+1	   2.384190E-7
   4.996000E+2	   2.620000E-2	   3.808000E-7	   6.631000E-7	   1.294800E-6	   1.571000E-6	   8.270000E-8	   1.569900E+1	   3.099440E-7
   4.998460E+2	   2.620000E-2	   3.808000E-7	   6.628000E-7	   1.294800E-6	   1.575000E-6	   8.240000E-8	   1.569680E+1	   2.145770E-7
   5.000370E+2	   2.630000E-2	   3.825000E-7	   6.616000E-7	   1.294400E-6	   1.570000E-6	   8.320000E-8	   1.569480E+1	   1.549720E-7
   5.002980E+2	   2.620000E-2	   3.850000E-7	   6.599000E-7	   1.294700E-6	   1.559000E-6	   8.380000E-8	   1.569290E+1	  -1.311300E-7
   5.005370E+2	   2.630000E-2	   3.875000E-7	   6.585000E-7	   1.295000E-6	   1.546000E-6	   8.380000E-8	   1.569070E+1	   3.576280E-8
   5.007960E+2	   2.630000E-2	   3.899000E-7	   6.583000E-7	   1.294900E-6	   1.550000E-6	   8.370000E-8	   1.568790E+1	   1.549720E-7
   5.010120E+2	   2.630000E-2	   3.913000E-7	   6.586000E-7	   1.294800E-6	   1.556000E-6	   8.400000E-8	   1.568690E+1	   1.192090E-7
   5.012160E+2	   2.620000E-2	   3.910000E-7	   6.590000E-7	   1.294400E-6	   1.566000E-6	   8.430000E-8	   1.568370E+1	   7.152560E-8
   5.014690E+2	   2.630000E-2	   3.891000E-7	   6.590000E-7	   1.293700E-6	   1.586000E-6	   8.330000E-8	   1.568270E+1	   9.536740E-8
   5.017010E+2	   2.620000E-2	   3.860000E-7	   6.588000E-7	   1.293600E-6	   1.601000E-6	   8.210000E-8	   1.568080E+1	   2.384190E-8
   5.019340E+2	   2.620000E-2	   3.833000E-7	   6.585000E-7	   1.293800E-6	   1.603000E-6	   8.150000E-8	   1.567890E+1	   1.668930E-7
   5.021680E+2	   2.620000E-2	   3.814000E-7	   6.583000E-7	   1.294000E-6	   1.586000E-6	   8.150000E-8	   1.567670E+1	   1.192090E-7
   5.024050E+2	   2.620000E-2	   3.818000E-7	   6.584000E-7	   1.295100E-6	   1.557000E-6	   8.220000E-8	   1.567380E+1	   5.960460E-8
   5.026530E+2	   2.620000E-2	   3.825000E-7	   6.582000E-7	   1.295700E-6	   1.534000E-6	   8.290000E-8	   1.567290E+1	   8.344650E-8
   5.028760E+2	   2.620000E-2	   3.822000E-7	   6.571000E-7	   1.295600E-6	   1.517000E-6	   8.320000E-8	   1.567190E+1	   1.192090E-7
   5.030920E+2	   2.620000E-2	   3.800000E-7	   6.548000E-7	   1.294900E-6	   1.504000E-6	   8.390000E-8	   1.566870E+1	   4.768370E-8
   5.033390E+2	   2.620000E-2	   3.779000E-7	   6.534000E-7	   1.294600E-6	   1.511000E-6	   8.460000E-8	   1.566590E+1	   1.907350E-7
   5.036020E+2	   2.620000E-2	   3.761000E-7	   6.538000E-7	   1.294200E-6	   1.518000E-6	   8.550000E-8	   1.566370E+1	   3.576280E-8
   5.038780E+2	   2.620000E-2	   3.760000E-7	   6.550000E-7	   1.293800E-6	   1.536000E-6	   8.610000E-8	   1.566180E+1	   2.741810E-7
   5.040950E+2	   2.620000E-2	   3.778000E-7	   6.561000E-7	   1.294500E-6	   1.563000E-6	   8.680000E-8	   1.566080E+1	   4.410740E-7
   5.043750E+2	   2.620000E-2	   3.821000E-7	   6.569000E-7	   1.295900E-6	   1.587000E-6	   8.590000E-8	   1.565760E+1	   3.576280E-7
   5.046620E+2	   2.620000E-2	   3.846000E-7	   6.568000E-7	   1.296600E-6	   1.607000E-6	   8.490000E-8	   1.565670E+1	   4.887580E-7
   5.048530E+2	   2.620000E-2	   3.854000E-7	   6.558000E-7	   1.295700E-6	   1.616000E-6	   8.420000E-8	   1.565390E+1	   5.006790E-7
   5.051280E+2	   2.620000E-2	   3.853000E-7	   6.553000E-7	   1.295100E-6	   1.616000E-6	   8.440000E-8	   1.565070E+1	   4.291530E-7
   5.053950E+2	   2.620000E-2	   3.846000E-7	   6.552000E-7	   1.296000E-6	   1.608000E-6	   8.540000E-8	   1.564790E+1	   4.410740E-7
   5.057270E+2	   2.620000E-2	   3.840000E-7	   6.552000E-7	   1.295300E-6	   1.604000E-6	   8.640000E-8	   1.564500E+1	   4.172330E-7
   5.059890E+2	   2.620000E-2	   3.842000E-7	   6.559000E-7	   1.294300E-6	   1.602000E-6	   8.600000E-8	   1.564380E+1	   5.006790E-7
   5.062180E+2	   2.620000E-2	   3.844000E-7	   6.571000E-7	   1.294000E-6	   1.605000E-6	   8.580000E-8	   1.564090E+1	   3.099440E-7
   5.064680E+2	   2.630000E-2	   3.847000E-7	   6.577000E-7	   1.294600E-6	   1.608000E-6	   8.660000E-8	   1.563900E+1	   2.622600E-7
   5.067030E+2	   2.620000E-2	   3.854000E-7	   6.583000E-7	   1.295400E-6	   1.607000E-6	   8.810000E-8	   1.563670E+1	   2.264980E-7
   5.069230E+2	   2.620000E-2	   3.856000E-7	   6.593000E-7	   1.296300E-6	   1.612000E-6	   9.000000E-8	   1.563490E+1	   2.980230E-7
   5.071860E+2	   2.620000E-2	   3.840000E-7	   6.595000E-7	   1.296100E-6	   1.615000E-6	   9.120000E-8	   1.563200E+1	   2.622600E-7
   5.074370E+2	   2.620000E-2	   3.812000E-7	   6.589000E-7	   1.295200E-6	   1.611000E-6	   9.100000E-8	   1.562880E+1	   4.529950E-7
   5.076950E+2	   2.620000E-2	   3.791000E-7	   6.580000E-7	   1.295200E-6	   1.607000E-6	   8.960000E-8	   1.562790E+1	   3.695490E-7
   5.078890E+2	   2.620000E-2	   3.782000E-7	   6.568000E-7	   1.295200E-6	   1.607000E-6	   8.790000E-8	   1.562700E+1	   5.245210E-7
   5.080820E+2	   2.620000E-2	   3.782000E-7	   6.561000E-7	   1.295300E-6	   1.612000E-6	   8.660000E-8	   1.562500E+1	   4.053120E-7
   5.082900E+2	   2.620000E-2	   3.787000E-7	   6.557000E-7	   1.295800E-6	   1.619000E-6	   8.520000E-8	   1.562280E+1	   3.457070E-7
   5.085690E+2	   2.620000E-2	   3.781000E-7	   6.559000E-7	   1.295100E-6	   1.622000E-6	   8.380000E-8	   1.561990E+1	   3.695490E-7
   5.088040E+2	   2.620000E-2	   3.775000E-7	   6.569000E-7	   1.293400E-6	   1.622000E-6	   8.360000E-8	   1.561800E+1	   4.410740E-7
   5.090760E+2	   2.620000E-2	   3.780000E-7	   6.583000E-7	   1.292000E-6	   1.617000E-6	   8.500000E-8	   1.561490E+1	   5.364420E-7
   5.093390E+2	   2.620000E-2	   3.817000E-7	   6.596000E-7	   1.291800E-6	   1.616000E-6	   8.600000E-8	   1.561290E+1	   2.980230E-7
   5.096180E+2	   2.620000E-2	   3.860000E-7	   6.607000E-7	   1.292600E-6	   1.626000E-6	   8.650000E-8	   1.561100E+1	   3.695490E-7
   5.098780E+2	   2.620000E-2	   3.883000E-7	   6.617000E-7	   1.292900E-6	   1.625000E-6	   8.690000E-8	   1.560780E+1	   2.622600E-7
   5.101820E+2	   2.620000E-2	   3.876000E-7	   6.617000E-7	   1.293100E-6	   1.614000E-6	   8.610000E-8	   1.560590E+1	   1.907350E-7
   5.104220E+2	   2.620000E-2	   3.861000E-7	   6.617000E-7	   1.293900E-6	   1.607000E-6	   8.380000E-8	   1.560370E+1	   3.337860E-7
   5.106700E+2	   2.620000E-2	   3.849000E-7	   6.617000E-7	   1.295600E-6	   1.598000E-6	   8.140000E-8	   1.560090E+1	   2.145770E-7
   5.109320E+2	   2.620000E-2	   3.845000E-7	   6.620000E-7	   1.297900E-6	   1.588000E-6	   8.010000E-8	   1.559890E+1	   3.814700E-7
   5.111790E+2	   2.620000E-2	   3.855000E-7	   6.621000E-7	   1.299100E-6	   1.577000E-6	   8.020000E-8	   1.559670E+1	   2.622600E-7
   5.114030E+2	   2.620000E-2	   3.865000E-7	   6.616000E-7	   1.298200E-6	   1.568000E-6	   8.150000E-8	   1.559580E+1	   2.026560E-7
   5.116360E+2	   2.620000E-2	   3.864000E-7	   6.609000E-7	   1.296300E-6	   1.561000E-6	   8.290000E-8	   1.559390E+1	   1.668930E-7
   5.118840E+2	   2.620000E-2	   3.856000E-7	   6.608000E-7	   1.295500E-6	   1.557000E-6	   8.420000E-8	   1.559100E+1	   2.384190E-7
   5.121470E+2	   2.620000E-2	   3.836000E-7	   6.601000E-7	   1.296300E-6	   1.544000E-6	   8.490000E-8	   1.558880E+1	   2.384190E-7
   5.123520E+2	   2.620000E-2	   3.827000E-7	   6.591000E-7	   1.298900E-6	   1.529000E-6	   8.600000E-8	   1.558690E+1	   1.192090E-7
   5.125910E+2	   2.620000E-2	   3.833000E-7	   6.586000E-7	   1.302500E-6	   1.530000E-6	   8.680000E-8	   1.558500E+1	   2.622600E-7
   5.128230E+2	   2.620000E-2	   3.868000E-7	   6.591000E-7	   1.305100E-6	   1.555000E-6	   8.580000E-8	   1.558180E+1	   2.980230E-7
   5.131230E+2	   2.620000E-2	   3.905000E-7	   6.594000E-7	   1.304500E-6	   1.559000E-6	   8.430000E-8	   1.557990E+1	   1.668930E-7
   5.133290E+2	   2.620000E-2	   3.950000E-7	   6.591000E-7	   1.301700E-6	   1.554000E-6	   8.330000E-8	   1.557800E+1	   2.145770E-7
   5.135550E+2	   2.620000E-2	   3.980000E-7	   6.589000E-7	   1.297900E-6	   1.545000E-6	   8.340000E-8	   1.557580E+1	   2.741810E-7
   5.137750E+2	   2.620000E-2	   3.986000E-7	   6.594000E-7	   1.293900E-6	   1.541000E-6	   8.490000E-8	   1.557390E+1	   3.814700E-7
   5.140100E+2	   2.620000E-2	   3.973000E-7	   6.609000E-7	   1.290700E-6	   1.538000E-6	   8.610000E-8	   1.557290E+1	   3.695490E-7
   5.142150E+2	   2.620000E-2	   3.955000E-7	   6.620000E-7	   1.288400E-6	   1.542000E-6	   8.640000E-8	   1.557100E+1	   4.291530E-7
   5.143970E+2	   2.620000E-2	   3.944000E-7	   6.624000E-7	   1.287000E-6	   1.550000E-6	   8.520000E-8	   1.556970E+1	   4.529950E-7
   5.146170E+2	   2.620000E-2	   3.928000E-7	   6.619000E-7	   1.286700E-6	   1.556000E-6	   8.370000E-8	   1.556690E+1	   4.172330E-7
   5.148660E+2	   2.620000E-2	   3.911000E-7	   6.605000E-7	   1.287800E-6	   1.552000E-6	   8.370000E-8	   1.556510E+1	   4.410740E-7
   5.151380E+2	   2.620000E-2	   3.898000E-7	   6.593000E-7	   1.289100E-6	   1.553000E-6	   8.430000E-8	   1.556280E+1	   2.861020E-7
   5.153700E+2	   2.620000E-2	   3.889000E-7	   6.584000E-7	   1.289900E-6	   1.562000E-6	   8.460000E-8	   1.556180E+1	   2.026560E-7
   5.155780E+2	   2.620000E-2	   3.878000E-7	   6.584000E-7	   1.290700E-6	   1.578000E-6	   8.560000E-8	   1.555900E+1	   2.145770E-7
   5.158380E+2	   2.620000E-2	   3.875000E-7	   6.595000E-7	   1.291200E-6	   1.587000E-6	   8.690000E-8	   1.555710E+1	   2.741810E-7
   5.160570E+2	   2.620000E-2	   3.877000E-7	   6.606000E-7	   1.291300E-6	   1.597000E-6	   8.730000E-8	   1.555490E+1	   3.337860E-7
   5.162890E+2	   2.620000E-2	   3.881000E-7	   6.611000E-7	   1.291900E-6	   1.604000E-6	   8.690000E-8	   1.555390E+1	   3.695490E-7
   5.165250E+2	   2.620000E-2	   3.878000E-7	   6.611000E-7	   1.292500E-6	   1.608000E-6	   8.620000E-8	   1.555200E+1	   3.933910E-7
   5.167700E+2	   2.620000E-2	   3.870000E-7	   6.610000E-7	   1.291800E-6	   1.611000E-6	   8.580000E-8	   1.554880E+1	   4.410740E-7
   5.170440E+2	   2.620000E-2	   3.868000E-7	   6.609000E-7	   1.291200E-6	   1.625000E-6	   8.550000E-8	   1.554690E+1	   4.887580E-7
   5.172610E+2	   2.620000E-2	   3.876000E-7	   6.616000E-7	   1.291500E-6	   1.644000E-6	   8.490000E-8	   1.554600E+1	   5.364420E-7
   5.174850E+2	   2.620000E-2	   3.890000E-7	   6.623000E-7	   1.292400E-6	   1.651000E-6	   8.440000E-8	   1.554410E+1	   5.126000E-7
   5.177190E+2	   2.620000E-2	   3.900000E-7	   6.629000E-7	   1.292600E-6	   1.640000E-6	   8.410000E-8	   1.554090E+1	   4.649160E-7
   5.179650E+2	   2.620000E-2	   3.908000E-7	   6.633000E-7	   1.291200E-6	   1.619000E-6	   8.390000E-8	   1.553900E+1	   4.410740E-7
   5.182140E+2	   2.620000E-2	   3.906000E-7	   6.638000E-7	   1.289200E-6	   1.596000E-6	   8.320000E-8	   1.553710E+1	   5.245210E-7
   5.184380E+2	   2.620000E-2	   3.892000E-7	   6.635000E-7	   1.288000E-6	   1.583000E-6	   8.190000E-8	   1.553480E+1	   5.006790E-7
   5.186310E+2	   2.620000E-2	   3.885000E-7	   6.613000E-7	   1.288000E-6	   1.575000E-6	   7.950000E-8	   1.553290E+1	   5.245210E-7
   5.188670E+2	   2.620000E-2	   3.875000E-7	   6.583000E-7	   1.287200E-6	   1.578000E-6	   7.710000E-8	   1.553100E+1	   4.172330E-7
